	03/31/1925_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1925_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1925_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1925_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1925_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1925_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1925_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1925_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1925_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1925_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1926_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1926_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1926_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1926_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1926_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1926_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1926_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1926_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1926_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1926_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1926_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1926_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1927_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1927_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1927_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1927_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1927_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1927_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1927_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1927_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1927_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1927_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1927_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1927_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1928_24:00	1.00	1.00	1.00	1.00	1.00
	02/29/1928_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1928_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1928_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1928_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1928_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1928_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1928_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1928_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1928_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1928_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1928_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1929_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1929_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1929_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1929_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1929_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1929_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1929_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1929_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1929_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1929_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1929_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1929_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1930_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1930_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1930_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1930_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1930_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1930_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1930_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1930_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1930_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1930_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1930_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1930_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1931_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1931_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1931_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1931_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1931_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1931_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1931_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1931_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1931_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1931_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1931_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1931_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1932_24:00	1.00	1.00	1.00	1.00	1.00
	02/29/1932_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1932_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1932_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1932_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1932_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1932_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1932_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1932_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1932_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1932_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1932_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1933_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1933_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1933_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1933_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1933_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1933_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1933_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1933_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1933_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1933_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1933_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1933_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1934_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1934_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1934_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1934_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1934_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1934_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1934_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1934_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1934_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1934_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1934_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1934_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1935_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1935_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1935_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1935_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1935_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1935_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1935_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1935_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1935_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1935_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1935_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1935_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1936_24:00	1.00	1.00	1.00	1.00	1.00
	02/29/1936_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1936_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1936_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1936_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1936_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1936_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1936_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1936_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1936_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1936_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1936_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1937_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1937_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1937_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1937_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1937_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1937_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1937_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1937_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1937_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1937_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1937_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1937_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1938_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1938_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1938_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1938_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1938_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1938_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1938_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1938_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1938_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1938_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1938_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1938_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1939_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1939_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1939_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1939_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1939_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1939_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1939_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1939_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1939_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1939_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1939_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1939_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1940_24:00	1.00	1.00	1.00	1.00	1.00
	02/29/1940_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1940_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1940_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1940_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1940_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1940_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1940_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1940_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1940_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1940_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1940_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1941_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1941_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1941_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1941_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1941_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1941_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1941_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1941_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1941_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1941_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1941_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1941_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1942_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1942_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1942_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1942_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1942_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1942_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1942_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1942_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1942_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1942_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1942_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1942_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1943_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1943_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1943_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1943_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1943_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1943_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1943_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1943_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1943_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1943_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1943_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1943_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1944_24:00	1.00	1.00	1.00	1.00	1.00
	02/29/1944_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1944_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1944_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1944_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1944_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1944_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1944_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1944_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1944_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1944_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1944_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1945_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1945_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1945_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1945_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1945_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1945_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1945_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1945_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1945_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1945_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1945_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1945_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1946_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1946_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1946_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1946_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1946_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1946_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1946_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1946_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1946_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1946_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1946_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1946_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1947_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1947_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1947_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1947_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1947_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1947_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1947_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1947_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1947_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1947_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1947_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1947_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1948_24:00	1.00	1.00	1.00	1.00	1.00
	02/29/1948_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1948_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1948_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1948_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1948_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1948_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1948_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1948_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1948_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1948_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1948_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1949_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1949_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1949_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1949_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1949_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1949_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1949_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1949_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1949_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1949_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1949_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1949_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1950_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1950_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1950_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1950_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1950_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1950_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1950_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1950_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1950_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1950_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1950_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1950_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1951_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1951_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1951_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1951_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1951_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1951_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1951_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1951_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1951_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1951_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1951_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1951_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1952_24:00	1.00	1.00	1.00	1.00	1.00
	02/29/1952_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1952_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1952_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1952_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1952_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1952_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1952_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1952_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1952_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1952_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1952_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1953_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1953_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1953_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1953_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1953_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1953_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1953_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1953_24:00	1.00	1.00	1.00	1.00	1.00
	09/30/1953_24:00	1.00	1.00	1.00	1.00	1.00
	10/31/1953_24:00	1.00	1.00	1.00	1.00	1.00
	11/30/1953_24:00	1.00	1.00	1.00	1.00	1.00
	12/31/1953_24:00	1.00	1.00	1.00	1.00	1.00
	01/31/1954_24:00	1.00	1.00	1.00	1.00	1.00
	02/28/1954_24:00	1.00	1.00	1.00	1.00	1.00
	03/31/1954_24:00	1.00	1.00	1.00	1.00	1.00
	04/30/1954_24:00	1.00	1.00	1.00	1.00	1.00
	05/31/1954_24:00	1.00	1.00	1.00	1.00	1.00
	06/30/1954_24:00	1.00	1.00	1.00	1.00	1.00
	07/31/1954_24:00	1.00	1.00	1.00	1.00	1.00
	08/31/1954_24:00	1.00	1.00	1.00	1.00	1.00
